"","formulas_with","formulas_without","pvals"
"3654","response~(male_mar_or_wid+prop_unkn_none+rent)^3","response~male_mar_or_wid+prop_unkn_none+rent",0.755746245989605
"2008","response~(furniture+age+foreign)^3","response~furniture+age+foreign",0.755408449304216
"1615","response~(used_car+install_rate+prop_unkn_none)^3","response~used_car+install_rate+prop_unkn_none",0.755063783844866
"27","response~(chk_acct+duration+telephone)^3","response~chk_acct+duration+telephone",0.754834789922317
"649","response~(duration+male_div+male_single)^3","response~duration+male_div+male_single",0.754708100306932
"2740","response~(amount+sav_acct+prop_unkn_none)^3","response~amount+sav_acct+prop_unkn_none",0.754700763303376
"2868","response~(amount+real_estate+other_install)^3","response~amount+real_estate+other_install",0.754369562882298
"1981","response~(furniture+present_resident+foreign)^3","response~furniture+present_resident+foreign",0.754313290891136
"3338","response~(install_rate+prop_unkn_none+rent)^3","response~install_rate+prop_unkn_none+rent",0.754102104371079
"1159","response~(new_car+used_car+telephone)^3","response~new_car+used_car+telephone",0.753913094881471
"1029","response~(history+male_single+telephone)^3","response~history+male_single+telephone",0.753498287614594
"2187","response~(radio.tv+male_mar_or_wid+present_resident)^3","response~radio.tv+male_mar_or_wid+present_resident",0.753496856537459
"1098","response~(history+prop_unkn_none+telephone)^3","response~history+prop_unkn_none+telephone",0.753305510858721
"3667","response~(male_mar_or_wid+age+telephone)^3","response~male_mar_or_wid+age+telephone",0.753139903858531
"3389","response~(male_div+male_single+rent)^3","response~male_div+male_single+rent",0.752627000365165
"1917","response~(furniture+male_single+male_mar_or_wid)^3","response~furniture+male_single+male_mar_or_wid",0.752554466559079
"3554","response~(male_single+real_estate+rent)^3","response~male_single+real_estate+rent",0.752501501691825
"1890","response~(furniture+install_rate+real_estate)^3","response~furniture+install_rate+real_estate",0.752294528593923
"2745","response~(amount+sav_acct+num_credits)^3","response~amount+sav_acct+num_credits",0.752008461981473
"2347","response~(education+sav_acct+num_dependents)^3","response~education+sav_acct+num_dependents",0.751573402856143
"1447","response~(new_car+own_res+job)^3","response~new_car+own_res+job",0.751533811550507
"3555","response~(male_single+real_estate+own_res)^3","response~male_single+real_estate+own_res",0.751370114611184
"2516","response~(education+job+telephone)^3","response~education+job+telephone",0.750416123978677
"3872","response~(present_resident+other_install+num_dependents)^3","response~present_resident+other_install+num_dependents",0.750384743799471
"2364","response~(education+employment+job)^3","response~education+employment+job",0.749959663340016
"3597","response~(male_single+num_credits+num_dependents)^3","response~male_single+num_credits+num_dependents",0.749901494710365
"1351","response~(new_car+male_single+num_credits)^3","response~new_car+male_single+num_credits",0.749756271346585
"2607","response~(retraining+male_div+job)^3","response~retraining+male_div+job",0.749104423235236
"1157","response~(new_car+used_car+job)^3","response~new_car+used_car+job",0.74897802662367
"14","response~(chk_acct+duration+male_mar_or_wid)^3","response~chk_acct+duration+male_mar_or_wid",0.748699417193469
"2887","response~(amount+age+own_res)^3","response~amount+age+own_res",0.748585664444726
"1275","response~(new_car+sav_acct+male_mar_or_wid)^3","response~new_car+sav_acct+male_mar_or_wid",0.74852657737305
"3970","response~(prop_unkn_none+num_credits+foreign)^3","response~prop_unkn_none+num_credits+foreign",0.748248113501472
"1753","response~(used_car+num_credits+telephone)^3","response~used_car+num_credits+telephone",0.748134747406478
"2968","response~(sav_acct+male_div+job)^3","response~sav_acct+male_div+job",0.748033086579627
"3265","response~(install_rate+male_single+real_estate)^3","response~install_rate+male_single+real_estate",0.74751065072703
"1702","response~(used_car+present_resident+job)^3","response~used_car+present_resident+job",0.747145365780382
"3631","response~(male_mar_or_wid+present_resident+real_estate)^3","response~male_mar_or_wid+present_resident+real_estate",0.746712711003785
"4027","response~(rent+own_res+job)^3","response~rent+own_res+job",0.746471965397128
"1141","response~(new_car+used_car+sav_acct)^3","response~new_car+used_car+sav_acct",0.746384042872025
"2557","response~(retraining+sav_acct+num_dependents)^3","response~retraining+sav_acct+num_dependents",0.74626431810065
"3746","response~(co.applicant+age+foreign)^3","response~co.applicant+age+foreign",0.746138205392366
"2254","response~(radio.tv+age+other_install)^3","response~radio.tv+age+other_install",0.745928372164074
"396","response~(chk_acct+own_res+foreign)^3","response~chk_acct+own_res+foreign",0.745756812596472
"3994","response~(age+own_res+foreign)^3","response~age+own_res+foreign",0.745739121809381
"1639","response~(used_car+male_div+telephone)^3","response~used_car+male_div+telephone",0.745653835834812
"2045","response~(radio.tv+education+co.applicant)^3","response~radio.tv+education+co.applicant",0.745582828378269
"843","response~(history+furniture+male_div)^3","response~history+furniture+male_div",0.745576607190689
"3598","response~(male_single+num_credits+telephone)^3","response~male_single+num_credits+telephone",0.745177263639435
"3745","response~(co.applicant+age+telephone)^3","response~co.applicant+age+telephone",0.74490742176896
"3518","response~(male_single+co.applicant+prop_unkn_none)^3","response~male_single+co.applicant+prop_unkn_none",0.744426945789865
"1048","response~(history+co.applicant+prop_unkn_none)^3","response~history+co.applicant+prop_unkn_none",0.744190907425593
"1854","response~(furniture+sav_acct+present_resident)^3","response~furniture+sav_acct+present_resident",0.743757318824655
"530","response~(duration+radio.tv+telephone)^3","response~duration+radio.tv+telephone",0.743476873514407
"2895","response~(amount+other_install+num_credits)^3","response~amount+other_install+num_credits",0.743068298075477
"2856","response~(amount+present_resident+prop_unkn_none)^3","response~amount+present_resident+prop_unkn_none",0.743014225504048
"540","response~(duration+education+co.applicant)^3","response~duration+education+co.applicant",0.742960550362399
"175","response~(chk_acct+education+foreign)^3","response~chk_acct+education+foreign",0.74275921606724
"2585","response~(retraining+install_rate+prop_unkn_none)^3","response~retraining+install_rate+prop_unkn_none",0.742700664435722
"1752","response~(used_car+num_credits+num_dependents)^3","response~used_car+num_credits+num_dependents",0.742561700374609
"1611","response~(used_car+install_rate+co.applicant)^3","response~used_car+install_rate+co.applicant",0.742536609453766
"2076","response~(radio.tv+retraining+job)^3","response~radio.tv+retraining+job",0.742511722218823
"2312","response~(education+amount+employment)^3","response~education+amount+employment",0.742420855203653
"546","response~(duration+education+other_install)^3","response~duration+education+other_install",0.742341583502211
"3063","response~(sav_acct+age+foreign)^3","response~sav_acct+age+foreign",0.74166286938188
"2321","response~(education+amount+prop_unkn_none)^3","response~education+amount+prop_unkn_none",0.741611648426481
"884","response~(history+education+amount)^3","response~history+education+amount",0.741562359213348
"3042","response~(sav_acct+real_estate+num_credits)^3","response~sav_acct+real_estate+num_credits",0.74130483040083
"2291","response~(education+retraining+sav_acct)^3","response~education+retraining+sav_acct",0.741277101600503
"3069","response~(sav_acct+other_install+telephone)^3","response~sav_acct+other_install+telephone",0.740827566283538
"1807","response~(furniture+retraining+sav_acct)^3","response~furniture+retraining+sav_acct",0.739922128067957
"2542","response~(retraining+sav_acct+install_rate)^3","response~retraining+sav_acct+install_rate",0.739866021324349
"1926","response~(furniture+male_single+own_res)^3","response~furniture+male_single+own_res",0.739538786802385
"533","response~(duration+education+amount)^3","response~duration+education+amount",0.738725523568358
"1924","response~(furniture+male_single+other_install)^3","response~furniture+male_single+other_install",0.738494534482508
"2047","response~(radio.tv+education+present_resident)^3","response~radio.tv+education+present_resident",0.738454195000476
"3408","response~(male_div+male_mar_or_wid+telephone)^3","response~male_div+male_mar_or_wid+telephone",0.738433429912895
"2561","response~(retraining+employment+male_div)^3","response~retraining+employment+male_div",0.738319871148573
"3797","response~(guarantor+prop_unkn_none+other_install)^3","response~guarantor+prop_unkn_none+other_install",0.73830788621861
"1733","response~(used_car+other_install+rent)^3","response~used_car+other_install+rent",0.738156152546618
"3778","response~(guarantor+present_resident+other_install)^3","response~guarantor+present_resident+other_install",0.737784513682002
"23","response~(chk_acct+duration+own_res)^3","response~chk_acct+duration+own_res",0.737342485680179
"3988","response~(age+rent+telephone)^3","response~age+rent+telephone",0.737230312362408
"2206","response~(radio.tv+co.applicant+own_res)^3","response~radio.tv+co.applicant+own_res",0.736959849201185
"2147","response~(radio.tv+install_rate+rent)^3","response~radio.tv+install_rate+rent",0.736938699011709
"327","response~(chk_acct+co.applicant+telephone)^3","response~chk_acct+co.applicant+telephone",0.736769237775962
"1580","response~(used_car+sav_acct+prop_unkn_none)^3","response~used_car+sav_acct+prop_unkn_none",0.736094039061109
"772","response~(duration+own_res+num_dependents)^3","response~duration+own_res+num_dependents",0.735133378664983
"3142","response~(employment+male_mar_or_wid+present_resident)^3","response~employment+male_mar_or_wid+present_resident",0.734664158672762
"1912","response~(furniture+male_div+num_credits)^3","response~furniture+male_div+num_credits",0.73442749323714
"2584","response~(retraining+install_rate+real_estate)^3","response~retraining+install_rate+real_estate",0.734318346912388
"1194","response~(new_car+radio.tv+co.applicant)^3","response~new_car+radio.tv+co.applicant",0.73423355646015
"3620","response~(male_mar_or_wid+guarantor+real_estate)^3","response~male_mar_or_wid+guarantor+real_estate",0.733794086400948
"1442","response~(new_car+rent+job)^3","response~new_car+rent+job",0.733575523770816
"1906","response~(furniture+male_div+real_estate)^3","response~furniture+male_div+real_estate",0.733443325327471
"3451","response~(male_div+real_estate+num_credits)^3","response~male_div+real_estate+num_credits",0.733017811017562
"1982","response~(furniture+real_estate+prop_unkn_none)^3","response~furniture+real_estate+prop_unkn_none",0.732214513573196
"3082","response~(sav_acct+num_credits+job)^3","response~sav_acct+num_credits+job",0.731420944057766
"3989","response~(age+rent+foreign)^3","response~age+rent+foreign",0.73125853168273
"846","response~(history+furniture+co.applicant)^3","response~history+furniture+co.applicant",0.730283170413512
"1057","response~(history+co.applicant+foreign)^3","response~history+co.applicant+foreign",0.730094895449981
"2232","response~(radio.tv+present_resident+num_dependents)^3","response~radio.tv+present_resident+num_dependents",0.729320975348545
"3438","response~(male_div+present_resident+other_install)^3","response~male_div+present_resident+other_install",0.72883904469952
"2426","response~(education+male_mar_or_wid+job)^3","response~education+male_mar_or_wid+job",0.727851981755654
